Date,FAA Lead Form Impressions,Search-National Brand,Search-National Generic,Search-GO Brand,Search-GO Generic,Search-Lumino Brand,Search-Lumino Generic,Search-SLGI Brand,Search-SLGI Generic,Search-Other Brand,Search-Other Generic,Social-Brand,Social-GO,Social-Lumino,Social-Sponsorship,Social-Other,Display-Brand,Display-Lumino,Display-GO,Display-Sponsorship,Display-Other,Native-Brand,Native-Lumino,Native-GO,Native-Sponsorship,Native-Other,Video-Brand,Video-Lumino,Video-Sponsorship,Video-Other,DigitalAudio-Brand,DigitalAudio-Lumino,DigitalAudio-Other,TV-Total-Brand-Imps,TV-Total-Lumino-Imps,TV-Total-Spon-Imps,TV-Conv-Brand-Imps,TV-Conv-Lumino-Imps,TV-Spec-Brand-Imps,TV-Spec-Lumino-Imps,TV-Spec-Spon-Imps,TV-Total-Brand-GRPs,TV-Total-Lumino-GRPs,TV-Total-Spon-GRPs,TV-Conv-Brand-GRPs,TV-Conv-Lumino-GRPs,TV-Spec-Brand-GRPs,TV-Spec-Lumino-GRPs,TV-Spec-Spon-GRPs,OOH-Lumino,OOH-Brand,Radio-Brand,Radio-Lumino,Radio-QC,eDirects-SLGI,eDirects-GB
4/20/2020,4656,62357,40637,1597,11686,773,93992,0,0,0,0,1238358,0,0,0,0,0,0,0,0,282034,0,0,0,0,0,0,0,0,0,0,0,0,500.29,0,0,177.46,0,322.83,0,0,1.36,0,0,0.48,0,0.88,0,0,0,0,0,0,0,0,0
4/27/2020,3685,35710,19382,2003,11118,702,77494,0,0,0,0,5751279,0,0,0,0,1564457,0,0,0,85110,0,0,0,0,0,0,0,0,0,0,0,0,116.76,0,0,70.9,0,45.87,0,0,0.32,0,0,0.19,0,0.12,0,0,0,0,0,0,0,0,0
5/4/2020,3737,26679,17743,1958,9176,2369,59487,0,0,0,0,5916426,0,547945,0,0,3931210,0,0,0,122017,0,0,0,0,0,0,0,0,0,0,0,0,712.4,0,0,640.9,0,71.5,0,0,1.94,0,0,1.74,0,0.19,0,0,0,0,0,0,0,0,0
5/11/2020,5844,28223,17868,1564,8284,1713,52638,0,0,0,0,1618553,0,3133522,0,0,0,1285391,0,0,72397,0,0,0,0,0,0,0,0,0,0,0,0,219.49,0,0,112.3,0,107.19,0,0,0.6,0,0,0.3,0,0.29,0,0,0,0,0,0,0,0,0
5/18/2020,4494,21071,12789,1510,6752,1793,65541,0,0,0,0,1270153,0,2940713,0,0,0,1410933,0,0,67614,0,0,0,0,0,0,0,0,0,0,0,0,188.74,0,0,120.66,0,68.08,0,0,0.51,0,0,0.33,0,0.18,0,0,0,0,0,0,0,0,0
5/25/2020,3658,20048,18211,1396,5473,674,57886,0,1473,0,0,1120245,0,5916643,0,0,409466,1326772,0,0,232357,0,0,0,0,0,0,0,0,0,0,0,0,300.19,0,0,234.17,0,66.03,0,0,0.82,0,0,0.64,0,0.18,0,0,0,0,0,0,0,12168,0
6/1/2020,1202,13712,13685,4347,6372,1005,76649,351,8075,0,0,0,0,0,0,0,4585744,205689,0,0,880142,0,0,0,0,0,0,0,0,0,0,0,0,195.02,0,0,164.84,0,30.18,0,0,0.53,0,0,0.45,0,0.08,0,0,0,0,0,0,0,5759,0
6/8/2020,1469,22915,14852,4579,6876,899,59370,573,14957,0,0,1615968,0,884706,0,0,7663589,12080,0,0,1566021,0,0,0,0,0,0,0,0,0,0,0,0,107.71,0,0,46,0,61.71,0,0,0.29,0,0,0.12,0,0.17,0,0,0,0,0,0,0,0,0
6/15/2020,1395,23449,14355,1683,5897,1569,72060,654,15015,0,0,1501490,0,5959060,0,0,7975592,1463022,0,0,1652249,0,0,0,0,0,0,0,0,0,0,0,0,89.15,0,0,56.99,0,32.16,0,0,0.24,0,0,0.15,0,0.09,0,0,0,0,0,0,0,11112,0
6/22/2020,2094,20148,20594,1985,5226,2600,103608,819,14617,0,0,784550,0,321722,0,0,7424589,2719712,0,0,1411929,0,0,0,0,0,0,0,0,0,0,0,0,302.8,0,0,276.49,0,26.3,0,0,0.82,0,0,0.75,0,0.07,0,0,0,0,0,0,0,15398,0
6/29/2020,1353,25651,24507,4526,5529,2368,164179,745,14748,0,0,13943,0,395182,0,0,3229988,2477141,0,0,853414,0,0,0,0,0,0,0,0,0,0,0,0,22.35,0,0,0.09,0,22.26,0,0,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0
7/6/2020,1889,30980,20071,4324,6131,1302,124303,973,16724,0,0,0,0,412221,0,0,0,1162913,0,0,68303,0,0,0,0,0,0,0,0,0,0,0,0,119.82,0,0,96.47,0,23.35,0,0,0.33,0,0,0.26,0,0.06,0,0,0,0,0,0,0,0,0
7/13/2020,2646,29791,17598,3975,5337,1072,105618,1638,19048,0,0,0,0,453323,0,118478,0,1049736,225,0,83089,0,0,0,0,0,0,0,0,0,0,0,0,109.31,0,0,100.51,0,8.8,0,0,0.3,0,0,0.27,0,0.02,0,0,0,0,0,0,0,0,0
7/20/2020,2023,28740,23918,3248,4585,1197,109690,1853,17269,0,0,0,0,458445,0,100564,0,1101720,2113,0,80013,0,0,0,0,0,0,0,0,252507,0,0,0,38.15,0,0,0.6,0,37.55,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
7/27/2020,2357,30172,34509,3547,3321,1496,103788,2458,17297,0,0,0,0,439920,0,60935,0,1128358,5786,0,244662,0,0,0,0,0,0,0,0,673953,0,0,0,88.36,0,0,88.36,0,0,0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0
8/3/2020,1647,29905,28711,5624,4941,1311,111086,2656,18808,0,0,0,0,484806,0,81808,0,686192,5518,0,887054,0,0,0,0,0,0,0,0,697991,0,0,0,652.19,0,0,408.76,0,243.43,0,0,1.77,0,0,1.11,0,0.66,0,0,0,0,0,0,45.6,0,0
8/10/2020,959,33530,17893,7102,6323,1149,133616,2377,16765,0,0,0,0,434634,0,65225,3356415,899049,5794,0,1325359,0,0,0,0,0,0,0,0,633190,0,0,0,701.46,0,0,319.94,0,381.52,0,0,1.91,0,0,0.87,0,1.04,0,0,0,0,0,0,72.9,0,0
8/17/2020,869,29798,11322,7817,5643,1222,143735,2213,15035,0,0,0,0,426256,0,62128,3956129,1325876,5096,0,1260218,0,0,0,0,0,0,0,0,233303,0,0,0,284.78,0,0,78.23,0,206.55,0,0,0.77,0,0,0.21,0,0.56,0,0,0,0,0,0,0,11576,0
8/24/2020,861,34272,34068,7931,8663,1326,209461,2100,15909,0,0,652597,0,274975,0,60730,4597936,1249601,2120,0,1131821,0,0,0,0,0,0,0,0,280271,0,0,0,490.96,0,0,13.65,0,477.31,0,0,1.33,0,0,0.04,0,1.3,0,0,0,0,0,0,0,20749,0
8/31/2020,827,24223,25637,6685,11874,1100,145228,2090,16716,0,0,1055154,0,406898,0,87530,4531543,1053976,1233957,0,910340,0,0,0,0,0,0,0,0,571908,0,0,0,752.19,0,0,88.12,0,664.07,0,0,2.01,0,0,0.24,0,1.78,0,0,0,0,0,0,0,0,0
9/7/2020,661,32445,15604,8581,25346,1117,139218,1602,13123,0,0,1544755,0,562285,0,41474,4563716,1350219,3152975,0,747902,0,0,10049,0,0,0,0,0,103207,0,0,0,327.66,0,0,84.08,0,243.58,0,0,0.88,0,0,0.22,0,0.65,0,0,0,0,0,0,0,0,0
9/14/2020,887,36208,39517,13191,37952,1470,212904,875,6249,0,0,1117723,0,688377,0,34297,4634440,994210,3913572,0,100171,0,0,13031,0,0,0,0,0,0,0,0,0,438.41,0,0,65.56,0,372.85,0,0,1.17,0,0,0.18,0,1,0,0,0,0,0,0,0,0,0
9/21/2020,935,44341,35435,8907,29548,1606,193762,937,6956,0,0,558035,39410,391295,0,242075,4394288,775268,4386373,0,146879,0,1866130,14262,0,0,0,0,0,248287,0,0,0,525.82,0,0,23.67,0,502.16,0,0,1.41,0,0,0.06,0,1.34,0,0,0,0,0,0,0,5743,0
9/28/2020,934,42892,15126,8681,35510,1295,199759,1002,5239,0,0,316105,51691,189687,0,406488,4093999,794527,2095797,0,1050349,0,3119681,1713,0,0,0,0,0,342856,0,0,0,383.87,0,0,96.6,0,287.27,0,0,1.03,0,0,0.26,0,0.77,0,0,0,0,0,0,0,8069,0
10/5/2020,817,38283,13579,10042,23334,1401,135240,2452,11567,0,0,84475,45818,172952,0,278543,83,3351868,1526776,0,1435903,0,4296329,0,0,0,0,0,0,380933,0,0,0,55786.69,0,0,18953.5,0,36833.2,0,0,149.13,0,0,50.67,0,98.46,0,0,0,0,0,0,0,0,0
10/12/2020,817,74782,19118,7304,23917,1417,139769,3011,25173,0,0,426795,46514,103342,0,345618,20,2786600,1469113,0,1971829,0,3881178,0,0,0,0,0,0,54452,0,0,0,54485.69,0,0,16568.8,0,37916.89,0,0,145.65,0,0,44.29,0,101.36,0,0,0,0,0,0,0,0,0
10/19/2020,2554,94678,19068,8663,39628,1658,94707,2693,23156,0,0,1700271,43716,466087,0,564439,1450543,1689462,1132252,0,3146269,0,3930416,0,0,0,35167,0,0,0,0,0,0,52358.24,0,0,15261.69,0,37096.55,0,0,139.96,0,0,40.8,0,99.16,0,0,0,0,0,0,0,14008,0
10/26/2020,2330,114771,12616,6553,44518,1586,105887,3361,12491,0,0,2971582,43153,333231,0,462970,2159526,2507622,1017098,0,3643385,0,3601093,0,0,0,359688,0,0,371871,0,0,0,13848.47,0,0,7773.15,0,6075.33,0,0,37.02,0,0,20.78,0,16.24,0,0,0,0,0,0,0,0,0
11/2/2020,2417,113260,2034,7156,73984,1482,111716,2032,17125,0,0,3338015,10709,254222,154743,721885,2889319,3124792,752000,0,4409422,0,1397984,0,0,0,564320,0,0,272081,0,0,0,68323.24,0,0,26784.17,0,41539.07,0,0,182.64,0,0,71.6,0,111.04,0,0,0,0,0,0,0,7220,0
11/9/2020,2653,87454,2851,8330,85065,1602,117892,2423,30076,0,0,3265119,14,42657,1604520,695710,3028232,2292461,434982,0,4566352,0,585999,0,0,0,537274,0,0,247176,0,0,0,49938.81,0,0,16467.2,0,33471.6,0,0,133.49,0,0,44.02,0,89.47,0,0,0,0,0,0,0,6252,0
11/16/2020,2008,89574,13090,7078,79402,1348,93559,2269,64184,0,0,3078332,15,446715,1640204,498413,2943388,1786546,504259,0,3319658,0,0,0,0,0,506977,0,0,104215,0,0,0,3305.36,0,0,2935.39,0,369.97,0,0,8.84,0,0,7.85,0,0.99,0,0,0,0,0,0,0,7268,4041
11/23/2020,1259,101968,21062,4530,81749,1643,118621,4106,48900,0,0,2674576,12,557587,1286739,746049,2579430,1670946,495412,0,1545187,0,0,1974,0,0,465553,0,0,222662,0,0,0,51022.22,10065.78,0,2256.88,9845.11,48765.34,220.67,0,136.39,26.56,0,6.03,26.32,130.36,0.24,0,0,6632959,0,0,0,0,720
11/30/2020,1493,60487,16890,5089,113655,1943,111702,4382,40159,0,0,3400152,0,605986,0,511145,3012667,1658980,831602,0,3640369,0,0,3792,0,0,493704,2,0,238733,0,0,0,49799.69,21961.07,0,1973.23,21680.09,47826.46,280.98,0,133.12,58.36,0,5.27,57.95,127.85,0.41,0,0,41758799,0,0,0,6146,0
12/7/2020,2872,71751,8375,4413,83053,2006,77170,3997,40947,218,10669,3961139,103,383681,0,319047,3467503,2049844,16910,0,5400825,0,87833,5233,0,0,478582,390620,0,233622,0,0,0,1068.52,16574.26,0,833.69,16429.87,234.83,144.39,0,2.86,44.16,0,2.23,43.92,0.63,0.24,0,0,41187453,0,0,0,0,1890
12/14/2020,2115,66036,7583,4805,78597,1400,94857,3771,36212,556,25001,4161791,107,667933,0,177680,3585209,2252652,15913,0,3098810,0,190464,5794,0,0,439893,1243199,0,33661,0,0,0,1115.61,19083.93,0,1105.36,18784.9,10.25,299.03,0,2.98,50.57,0,2.95,50.21,0.03,0.36,0,0,36590820,0,0,0,0,0
12/21/2020,2382,39212,795,3604,40654,1016,114516,3272,20634,307,8417,4331524,78,789611,0,87493,3366222,2239973,15495,0,1940754,0,186360,6132,0,0,439272,1444299,0,0,0,0,0,2126.56,0,0,324.73,0,1801.82,0,0,5.69,0,0,0.87,0,4.82,0,0,0,35829653,0,0,0,0,0
12/28/2020,2396,48796,0,4221,27600,758,106359,2848,11601,373,16081,4736259,121,255016,0,64893,2891608,1565861,10793,0,1558189,0,111063,4401,0,0,283097,1068381,0,0,0,9405,0,6835.15,0,0,2634.45,0,4200.7,0,0,18.27,0,0,7.04,0,11.23,0,0,0,2650471,0,0,0,0,0
1/4/2021,2665,85919,0,2906,23339,1070,142931,23,4206,658,18464,4214399,135,0,0,0,1613178,114,0,0,177532,0,21,0,0,0,581693,15,0,0,0,0,0,485.48,58.49,0,442.83,0,42.65,58.49,0,1.3,0.16,0,1.18,0,0.11,0.16,0,0,0,0,0,0,0,0
1/11/2021,2559,94825,0,621,10762,2117,153212,3139,12036,640,17630,3014498,3,383799,0,0,2210126,3219045,0,0,829857,0,1786,0,0,0,828428,1542,0,0,0,0,0,76092.76,74043.36,0,19833.39,28505.87,56259.36,45537.49,0,203.41,197.93,0,53.02,76.2,150.39,121.73,0,0,0,0,0,0,0,3904
1/18/2021,2423,102493,0,613,8171,2275,157736,2775,21586,638,15993,2807531,4,1275650,0,11548,1989270,5214027,0,0,1659207,0,69142,0,0,0,804602,578566,0,0,0,206774,0,74036.27,74241.56,0,23897.24,29900.65,50139.03,44340.91,0,197.91,198.46,0,63.88,79.93,134.03,118.53,0,0,0,0,0,0,15470,1633
1/25/2021,2368,115407,0,554,9525,1156,160676,2791,22505,646,14355,2486038,7,1472588,0,117885,1982207,891254,0,0,1909029,0,67688,0,0,0,748808,636887,0,0,0,246465,0,68637.47,64600.34,0,16478.11,23087.3,52159.37,41513.04,0,183.48,172.69,0,44.05,61.72,139.43,110.97,0,0,0,0,0,0,0,1026
2/1/2021,1264,131226,0,1557,10962,1656,169024,2699,25792,21,564,2675921,8,1775204,0,146599,2234780,4716943,0,0,1869362,0,68749,0,0,0,714226,606902,0,0,0,256914,0,1616.13,1418.53,0,0,0,1616.13,1418.53,0,4.32,3.79,0,0,0,4.32,3.79,0,0,0,0,0,0,0,0
2/8/2021,1181,111071,0,1786,7772,1420,164438,3095,15774,0,0,2571751,5,1881681,0,283290,2419204,4730957,0,0,1272403,0,69457,0,0,201190,726477,574387,0,0,179308,241000,0,56302.71,40618.38,0,14494.98,13063,41807.74,27555.39,0,150.51,108.58,0,38.75,34.92,111.76,73.66,0,0,0,0,0,0,15280,0
2/15/2021,1138,100610,0,1580,4758,1594,168405,3249,13305,0,0,2738860,1,1736406,0,263788,2661848,4385116,0,0,1356874,0,70696,0,0,246572,901263,608095,0,0,727123,260767,0,52988.38,17427.44,0,327.16,6454.99,52661.23,10972.45,0,141.65,46.59,0,0.87,17.26,140.77,29.33,0,6151750,0,0,0,0,14861,0
2/22/2021,1222,124485,0,1800,3391,1651,144750,3459,9626,0,0,2776583,12,1469230,0,224635,2452414,3439307,0,0,1284309,0,72277,0,0,152530,932462,590866,0,0,680250,237812,0,2775.58,37328.11,0,260.14,13498.25,2515.44,23829.87,0,7.42,99.78,0,0.7,36.08,6.72,63.7,0,6151750,0,0,0,0,0,0
3/1/2021,1131,118340,0,1602,3280,1598,132107,1294,5539,567,14339,2544492,10,1370749,0,215693,2615625,2307457,0,0,634123,0,72503,0,0,0,892840,546684,0,0,676651,242657,0,937.08,812.62,0,142.89,0,794.19,812.62,0,2.51,2.17,0,0.38,0,2.12,2.17,0,6151750,0,0,0,0,0,0
3/8/2021,944,89591,0,2436,4060,2068,109838,677,4555,606,13532,2311455,19,1269327,0,268837,2449038,2388327,0,0,373584,0,71552,0,0,0,875745,542042,0,0,663284,236503,0,1009.64,817.39,0,169.49,0,840.15,817.39,0,2.7,2.19,0,0.45,0,2.25,2.19,0,6151750,0,0,0,0,0,0
3/15/2021,987,96853,0,4136,7174,1992,108394,593,5472,576,12133,2176598,20,1203843,0,303249,2368782,1899429,0,44,368707,0,70014,0,0,0,843423,523557,0,0,656860,256436,0,1285.31,82.5,865.87,123.86,0,1161.45,82.5,865.87,3.44,0.22,2.32,0.33,0,3.1,0.22,2.31,0,0,0,0,0,0,0
3/22/2021,972,93438,0,3202,4073,2195,122449,597,4052,550,13215,1826173,1,1212041,1665571,240981,2243629,1852760,0,654868,537813,0,71214,0,0,0,827991,531157,0,0,630053,239984,0,1873.1,148.61,1358,360.05,0,1513.05,148.61,1358,5.01,0.4,3.63,0.96,0,4.04,0.4,3.63,0,0,0,0,0,0,0
3/29/2021,2344,87905,0,1666,3354,1868,132955,633,5474,476,14377,1404945,2,1453470,3823037,221083,1290418,1058397,0,896914,356577,41,70619,0,0,0,511658,592509,0,0,343501,237422,0,1069.77,154.58,996.46,37,0,1032.77,154.58,996.46,2.86,0.41,2.66,0.1,0,2.76,0.41,2.66,0,0,0,0,0,0,0
4/5/2021,1102,114408,0,2105,3143,2171,144201,586,5404,409,8092,1692702,1,1402546,4828055,142734,933627,569936,0,1039314,465384,164041,67864,0,0,0,67091,635229,0,0,0,242630,0,1463.38,168.67,1322.03,0.1,0,1463.29,168.67,1322.03,3.91,0.45,3.53,0,0,3.91,0.45,3.53,0,0,0,0,0,0,0
4/12/2021,1056,121303,0,2840,5228,2225,161767,2027,4986,460,12877,1802621,0,1329722,3018801,134664,2030060,552914,0,888957,931968,203262,65156,0,0,12809,129016,588782,0,0,0,251431,0,1974.71,436.06,899.24,199.76,0,1774.95,436.06,899.24,5.28,1.17,2.4,0.53,0,4.74,1.17,2.4,0,0,0,0,0,0,0
4/19/2021,1520,108827,0,2338,5561,2085,162833,2658,12613,431,18436,1522540,0,1240872,2967104,266986,1485114,459321,0,872139,994955,431019,53938,0,0,15095,86656,436032,0,0,0,235828,0,984.06,157.05,494.6,213.34,0,770.72,157.05,494.6,2.63,0.42,1.32,0.57,0,2.06,0.42,1.32,0,0,0,0,0,3790,0
4/26/2021,1307,158334,0,1213,2654,2066,161803,2521,15759,399,17662,1943878,4,1473790,3700489,343803,2386035,591249,0,951700,1309260,620065,63081,0,0,16156,114062,536535,0,0,0,242695,0,5442.75,986.79,3883.54,103.42,0,5339.34,986.79,3883.54,14.55,2.64,10.38,0.28,0,14.27,2.64,10.38,0,0,0,0,0,0,0
5/3/2021,1074,131855,0,2693,6859,2234,359240,2073,11946,320,13364,1918502,2,1333213,3258611,266062,2525863,521454,0,1303884,901347,598627,63945,0,0,15676,95227,581248,0,0,0,239992,0,2501.11,1117.15,974.68,72.14,0,2428.97,1117.15,974.68,6.69,2.99,2.61,0.19,0,6.49,2.99,2.61,0,0,0,0,0,2829,0
5/10/2021,1381,87615,3312,2118,6747,2145,494954,2044,5808,285,16704,1889166,3,1232157,2291121,263277,2511421,564383,0,1274574,938725,678781,64334,0,0,15575,430980,560013,0,0,0,241965,0,1925.16,1538.1,778.83,94.68,0,1830.48,1538.1,778.83,5.15,4.11,2.08,0.25,0,4.89,4.11,2.08,0,0,0,0,0,0,0
5/17/2021,957,81021,2523,2082,7335,2038,342360,2035,4753,327,16663,1826494,2,1145247,0,296200,2603949,517335,0,205558,824978,579738,66345,0,0,14487,502376,540039,0,0,0,241903,0,133.38,0,0,76.79,0,56.59,0,0,0.36,0,0,0.21,0,0.15,0,0,0,0,0,0,0,4668,0
5/24/2021,884,80305,2468,2584,5081,1865,272025,2576,10480,340,14794,1754067,4,1182205,0,293622,2581048,463019,0,3714,762453,626632,71240,0,0,14605,480277,516349,0,0,0,241203,0,437.37,0,0,101.36,0,336.01,0,0,1.17,0,0,0.27,0,0.9,0,0,0,0,0,0,0,0,0
5/31/2021,813,98523,3299,2175,2951,2075,225439,2848,13678,434,18678,1606959,3,1444460,0,272899,1881905,490535,0,191018,886771,716604,74543,0,0,12365,489461,533373,0,0,0,239095,0,384.36,0,0,339.66,0,44.7,0,0,1.03,0,0,0.91,0,0.12,0,0,0,0,0,0,0,1630,0
6/7/2021,2164,85020,0,3258,5619,1907,234916,1133,4753,397,16853,1519536,1,1171966,0,176732,1702474,507791,0,148914,234670,759907,70538,0,0,0,457305,514773,0,0,0,245951,0,43.02,0,0,8.23,0,34.79,0,0,0.12,0,0,0.02,0,0.09,0,0,0,0,0,0,0,0,0
6/14/2021,2550,31909,0,3795,6008,2001,215483,1135,5921,350,14435,1479880,3,1016299,0,169497,1761857,600201,0,153189,171943,838214,67665,0,0,0,429937,492995,0,0,0,236774,0,10.64,0,0,0.12,0,10.52,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0
6/21/2021,3165,78187,0,3472,5641,1997,173527,1184,5827,352,14703,1513674,7,1101039,0,260119,1735913,566904,0,106201,167609,806081,70585,0,0,0,409781,493266,0,0,0,237124,0,26.04,0,0,26.04,0,0,0,0,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
6/28/2021,2769,73467,0,2084,3499,1639,164061,1345,6752,190,11145,1827751,4,1428254,0,147667,1605467,847186,0,134495,213792,1389887,115669,0,0,0,329259,554736,0,0,171755,240883,0,222.75,0,0,0,0,222.75,0,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0
7/5/2021,4311,72947,0,2286,3552,1830,144409,1523,7521,76,12497,1740974,2,1317628,0,143439,1285544,840031,0,204266,226005,1763842,158424,0,0,0,258667,636616,0,0,604007,236375,0,69.14,0,0,0,0,69.14,0,0,0.19,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0
7/12/2021,3511,72780,0,2247,4324,2032,119849,1709,17786,75,13048,1592654,0,1209861,0,116290,1176616,817443,0,222196,40150,1806810,145174,0,0,0,254607,621612,0,0,585354,241824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2021,3270,76919,0,3427,7001,2210,115580,1536,19318,31,12088,1742849,0,1148608,0,25408,1148458,606712,0,20748,35057,1021157,78871,0,0,0,245726,560697,0,0,544006,237623,0,29,0,0,0,0,29,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
7/26/2021,3277,66232,0,3813,6700,2113,123176,1297,23188,42,11214,4743090,0,1186642,0,0,1181069,484872,45777,1,54359,772359,68256,0,0,0,234118,526099,0,0,520925,230662,0,402.73,0,0,0,0,402.73,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0
8/2/2021,3569,74201,0,4032,9990,1888,128566,1187,22939,55,11643,4956027,2,1256043,0,0,1237042,534624,75811,0,28742,977878,67435,0,0,0,243604,494229,0,0,236542,240165,0,90,0,0,0,0,90,0,0,0.24,0,0,0,0,0.24,0,0,0,0,0,0,43.7,0,0
8/9/2021,3871,82353,0,4583,11974,2281,111348,1374,25076,63,11726,4269531,1,1202092,0,0,1139161,513923,82584,0,114643,877799,65200,0,0,0,252469,518719,0,0,0,235613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,0,0
8/16/2021,3155,82491,0,4925,12981,2249,91159,1287,22940,57,7015,3400496,1,1153100,0,233899,860417,501816,60337,0,75488,858767,68264,0,0,0,240337,494479,0,0,0,233529,0,228.27,0,0,36.92,0,191.35,0,0,0.61,0,0,0.1,0,0.51,0,0,0,0,0,0,0,0,0
8/23/2021,3298,88616,0,4734,12936,2134,79519,1287,23261,52,6588,3041064,0,1136284,0,270233,979709,534321,30101,0,179049,894260,78962,0,0,0,342935,481145,0,0,0,230417,0,75.66,0,0,0,0,75.66,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
8/30/2021,3423,84881,0,4582,11789,1945,104238,1323,25149,53,5687,2042967,2,654407,0,7247,1416602,522670,33660,0,114647,897361,82295,0,0,0,292059,469927,0,0,0,241779,0,472.52,0,0,0.05,0,472.47,0,0,1.26,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0
9/6/2021,3641,103021,0,3993,13762,1946,79378,1282,26712,47,5088,3552769,1,1050269,0,0,1797973,578765,34904,0,66533,914775,83653,0,0,0,289381,451746,0,0,0,239637,0,345.87,0,0,122.48,0,223.39,0,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0
9/13/2021,5462,130683,0,3955,15043,2248,77702,730,29076,48,6846,3419124,0,833513,0,0,1819142,614342,36013,0,83639,814497,82252,0,0,0,195975,421036,0,0,0,218214,0,752.49,0,0,288.56,0,463.93,0,0,1.24,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0
9/20/2021,4167,125152,0,3903,15091,2525,73944,1245,34879,57,7528,3435181,2,937390,0,53603,1975884,608022,80245,0,173925,593790,85048,0,0,0,163070,414901,0,0,0,240491,0,199.18,0,0,1.21,0,197.97,0,0,0.53,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0
9/27/2021,3779,139471,0,4106,14466,2965,76924,1319,39496,47,4787,842922,1,909546,0,740110,1540386,605110,104836,0,334371,267598,82857,0,0,0,81938,427379,0,0,0,232174,0,1063.47,0,0,410.33,0,653.14,0,0,1.74,0,0,0,0,1.74,0,0,0,0,0,0,0,4304,0
10/4/2021,3934,142743,0,4418,16436,2765,73310,1744,30142,66,6928,1269859,4,1848643,0,964701,0,508161,98132,0,838812,661038,80503,0,0,22503,0,460061,0,0,0,231049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9892,967
10/11/2021,4253,143109,0,4392,19032,2723,60068,2062,63449,53,5936,1170146,0,2686308,0,974870,0,479756,92888,0,2411149,1022106,79385,0,0,35430,0,444092,0,0,0,229426,0,34911.39,0,0,15061.21,0,19850.18,0,0,93.19,0,0,40.2,0,52.98,0,0,0,0,0,0,0,2533,0
10/18/2021,4093,136866,0,4484,18625,3013,48411,2284,77138,53,6405,1677943,3,2798932,0,901098,1122265,467831,79320,0,3336120,881407,77959,0,0,32697,358387,411055,0,0,0,224438,0,44386.05,0,0,16760.37,0,27625.68,0,0,118.48,0,0,44.74,0,73.74,0,0,0,0,0,0,0,5403,13387
10/25/2021,4212,142089,0,4129,18370,3062,45093,2950,83284,48,7058,2198173,3,3262749,0,297447,2619754,504119,101278,0,4666470,1256146,76987,0,0,32662,484694,235196,0,0,0,228138,0,57492.52,0,0,20834.9,0,36657.62,0,0,153.46,0,0,55.61,0,97.85,0,0,0,0,0,0,0,13861,5011
